dev_addr,time,m_hdr_type,f_cnt,f_port,bandwidth,sf,coding_rate,frequency,rssi,channel_rssi,snr,inter_arrival_time_ms
260CC1A1,2022-03-17T12:15:11.023935451Z,UNCONFIRMED_UP,3602,1,125000,7,4/5,903900000,-102,-102,6.25,21145.952812999487
260CC1A1,2022-03-17T12:15:30.653718469Z,UNCONFIRMED_UP,3603,1,125000,7,4/5,903900000,-103,-103,7.25,19629.783018000424
260CC1A1,2022-03-17T12:15:51.815400310Z,UNCONFIRMED_UP,3604,1,125000,7,4/5,903900000,-103,-103,7,21161.681841000915
260CC1A1,2022-03-17T12:16:11.450178013Z,UNCONFIRMED_UP,3605,1,125000,7,4/5,903900000,-103,-103,6,19634.777702994645
260CC1A1,2022-03-17T12:16:31.091144447Z,UNCONFIRMED_UP,3606,1,125000,7,4/5,903900000,-103,-103,6.25,19640.966434001923
260CC1A1,2022-03-17T12:16:52.237679004Z,UNCONFIRMED_UP,3607,1,125000,7,4/5,903900000,-102,-102,6.25,21146.534556999803
260CC1A1,2022-03-17T12:17:11.877461505Z,UNCONFIRMED_UP,3608,1,125000,7,4/5,903900000,-102,-102,6.25,19639.782501004636
260CC1A1,2022-03-17T12:17:31.518504433Z,UNCONFIRMED_UP,3609,1,125000,7,4/5,903900000,-102,-102,6.75,19641.042927995324
260CC1A1,2022-03-17T12:17:51.159793661Z,UNCONFIRMED_UP,3610,1,125000,7,4/5,903900000,-103,-103,6.5,19641.289227999747
260CC1A1,2022-03-17T12:18:12.325205313Z,UNCONFIRMED_UP,3611,1,125000,7,4/5,903900000,-103,-103,7,21165.41165199876
260CC1A1,2022-03-17T12:18:31.957361515Z,UNCONFIRMED_UP,3612,1,125000,7,4/5,903900000,-103,-103,7,19632.15620200336
260CC1A1,2022-03-17T12:18:51.606472273Z,UNCONFIRMED_UP,3613,1,125000,7,4/5,903900000,-101,-101,6,19649.110757999122
260CC1A1,2022-03-17T12:19:12.743425675Z,UNCONFIRMED_UP,3614,1,125000,7,4/5,903900000,-103,-103,6,21136.953401997685
260CC1A1,2022-03-17T12:19:32.377372386Z,UNCONFIRMED_UP,3615,1,125000,7,4/5,903900000,-101,-101,6.25,19633.94671100378
260CC1A1,2022-03-17T12:19:52.035368913Z,UNCONFIRMED_UP,3616,1,125000,7,4/5,903900000,-103,-103,6.75,19657.99652700126
260CC1A1,2022-03-17T12:20:13.182157418Z,UNCONFIRMED_UP,3617,1,125000,7,4/5,903900000,-103,-103,7,21146.788504995406
260CC1A1,2022-03-17T12:20:32.814156693Z,UNCONFIRMED_UP,3618,1,125000,7,4/5,903900000,-101,-101,6,19631.999274998903
260CC1A1,2022-03-17T12:20:52.455476084Z,UNCONFIRMED_UP,3619,1,125000,7,4/5,903900000,-101,-101,5.75,19641.31939100474
260CC1A1,2022-03-17T12:21:12.106897266Z,UNCONFIRMED_UP,3620,1,125000,7,4/5,903900000,-101,-101,6.5,19651.421181999147
260CC1A1,2022-03-17T12:21:31.746315574Z,UNCONFIRMED_UP,3621,1,125000,7,4/5,903900000,-103,-103,6.5,19639.418307997286
260CC1A1,2022-03-17T12:21:51.392413623Z,UNCONFIRMED_UP,3622,1,125000,7,4/5,903900000,-103,-103,6.5,19646.098048999906
260CC1A1,2022-03-17T12:22:11.033161190Z,UNCONFIRMED_UP,3623,1,125000,7,4/5,903900000,-101,-101,5.75,19640.747567005455
260CC1A1,2022-03-17T12:22:30.679238034Z,UNCONFIRMED_UP,3624,1,125000,7,4/5,903900000,-102,-102,6.25,19646.076843999326
260CC1A1,2022-03-17T12:22:50.319826219Z,UNCONFIRMED_UP,3625,1,125000,7,4/5,903900000,-103,-103,6.25,19640.58818499744
260CC1A1,2022-03-17T12:23:11.463403007Z,UNCONFIRMED_UP,3626,1,125000,7,4/5,903900000,-103,-103,7.25,21143.576788000762
